Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing,app_name,id
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"BLUE REFLECTION - Vacation Style Set B (Yuzu, Shihori, Kei)",688259
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"BLUE REFLECTION - Vacation Style Set A (Hinako, Sarasa, Mao)",688258
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"BLUE REFLECTION - Vacation Style Set C (Lime, Fumio, Chihiro)",688270
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"BLUE REFLECTION - Vacation Style Set D (Sanae, Ako, Yuri)",688271
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"BLUE REFLECTION - Vacation Style Set E (Rin, Kaori, Rika)",688272
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,BLUE REFLECTION - Special Event,688273
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Pure Mind,746800
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Middle-earth™: Shadow of War™ - Slaughter Tribe Nemesis Expansion,561630
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Solitaire,748540
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SpacePig,748910
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Tico,748980
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,"PlayClaw 6 - Game Recording, Streaming, Overlays",746390
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Yatzy,749010
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,Fantasy Grounds - Mythic Monsters #13: Dragons (PFRPG),755730
0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,❂ Heroes of Hexaluga ❂,728050
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,Fantasy Grounds - Prepared 2: A Dozen One Shot Adventures for 5th Edition (5E),752990
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Family Jewels,738730
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,RPG Maker MV - FES Resource Pack,741370
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Glitchbuster,661360
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,FROG X BIRD,700140
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,VEGA Conflict - Enforcer Pack,745801
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,VEGA Conflict - Dread Battleship Pack,753000
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,VEGA Conflict - Dominion Carrier Pack,753003
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,VEGA Conflict - Hellfire Battleship Pack,753002
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,VEGA Conflict - Exterminator Pack,745802
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,VEGA Conflict - Punisher Cruiser Pack,753004
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,VEGA Conflict - Paladin Pack,745800
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,VEGA Conflict - Python Cutter Pack,753001
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,VEGA Conflict - Exodus Pack (Discounted),639525
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Base Defense,632730
1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Battle Chef Brigade,452570
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Lab 03 Yrinth : Master Levels 2,749230
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,VoiceWarrior,601780
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,MarionetteAI,652520
1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Battle Chef Brigade - Soundtrack,743790
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Wonky Ship - The Everything Pack,756140
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Wonky Ship - Shipwright,756120
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Wonky Ship - Master of Coin,756121
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Wonky Ship - Black Hole Down Pack,756130
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Star Boss,519890
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Olson's Boxing Challenge,747790
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,Pairs,732950
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,CyberLink ActionDirector 3,501610
1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Tanki X: Steam Pack,754630
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Take the Cake,500440
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Puzzle Mania,665160
1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,Seek Not a Lighthouse,748730
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Tower Fortress,593700
1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,Armored Warfare - T-72AV General’s Pack,753480
1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,Armored Warfare - BMPT Standard Pack,753500
1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,Armored Warfare - T-72AV Officer’s Pack,753470
1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,Arkhan Force Grey Pack,756954
1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,Armored Warfare - T-72AV Standard Pack,753460
1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,Calliope Force Grey Pack,756950
1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,Complete Force Grey Pack,756955
1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,Jamilah Force Grey Pack,756953
1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,Hitch Force Grey Pack,756951
1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,DC Universe Online™ - Episode 30: Earth 3,757020
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Umineko When They Cry - Answer Arcs,639490
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Pro Farm Manager,517270
1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TYRED,661340
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Slam Fighter II,708780
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,HexaMon,743480
1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,Tyril Force Grey Pack,756952
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,THE LAST BLADE 2,702110
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Lab 03 Yrinth : Salina Archive Map Pack,747420
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Great War 1914,739200
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Qbik,618470
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Prehistorik,745870
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Super Skelemania,730920
0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,Mobile Empire,741260
1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,Achievement Clicker,743640
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Achievement Clicker - Soundtrack,752350
0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Choice of the Ninja,752850
0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Choice of the Rock Star,752830
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,Sport Topwater Night Pack,591983
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Sleeping Dawn,742900
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Hardy Only One,726170
1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,Witchcraft,577000
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,FPS - Fun Puzzle Shooter,697850
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Burn, Clown, Burn!",740150
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,HEXOPODS,729990
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Minimancer,734490
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Idolzzz,743410
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bryan Audley's Numbers,713920
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bridge to Another World: The Others Collector's Edition,748580
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Saurian OST Vol. I,723530
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,Imperi,749710
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Fluffy Friends 2,737810
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Cutthroat,737380
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Visual Novel Maker,495480
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Visual Novel Maker - Live2D DLC,610290
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Cutthroat - Spooky Skin Pack,752230
0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Fantasia of the Wind Theme Soundtrack,755270
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Yu-Gi-Oh! Duel Links,601510
0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Portrait Wizard,685300
0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Northern Tale 4,573740
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Expansion - Europa Universalis IV: Cradle of Civilization,721340
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Content Pack - Europa Universalis IV: Cradle of Civilization,721341
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Cleo's Lost Idols - Special Abilities,706122
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Galactic Lords OST,754650
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Expansion - Crusader Kings II: Jade Dragon,640140
1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,PAKO 2,612370
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Cleo's Lost Idols - Crazy Hats Pack,706121
0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,Cleo's Lost Idols,515230
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Cleo's Lost Idols - Hats Pack,706120
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Choice,648550
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,External Visions,748880
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Holy Avenger,544680
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Duel Jousting,751540
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Paladins® - Front Line Pack,751120
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,BHB: BioHazard Bot,711260
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Guide The Ball,739940
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,PRO EVOLUTION SOCCER 2018 LITE,592600
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Offensive Dimensions: Original Sound Tracks,751890
1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,Dungeon Defenders II - Bag Booster Pack,747600
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,Three Kingdoms: The Last Warlord - Duel Expansion,692770
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3D Tower,745670
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Play with Gilbert,740040
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,There Is A Genie In My Szechuan Sauce,745220
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Sudokube,684980
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Rasty Pelican,746300
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Skript,746890
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The Sapper,734540
0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Rytmik Studio,657280
0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Happy Santa,746490
1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Scrolls of the Lord,723070
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Pillars of Eternity - Deadfire Pack,734070
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tom Clancy's Ghost Recon® Wildlands - Ghost War Pass,750230
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Blazing Beaks,585710
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Captain vs Sky Pirates - Moon Base,754670
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Oure,694950
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Achievement Hunter: Zombie,721440
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,Draft Day Sports: College Basketball 2017,729310
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,東方天空璋 ～ Hidden Star in Four Seasons.,745880
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,仙劍奇俠傳六 (Chinese Paladin：Sword and Fairy 6),696360
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Offensive Dimensions,749200
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Unforgiving Happiness,736390
0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,Slay the Spire,646570
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,HYAKKI CASTLE,686740
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Tales from Candlekeep - Artus Cimber's Explorer Pack,750320
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Tales from Candlekeep - Asharra's Diplomat Pack,750340
1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,World of Warships,552990
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Tales from Candlekeep - Birdsong's Entertainer Pack,750341
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Injustice™ 2 - Gods Shader Pack,731160
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Injustice™ 2 - Demons Shader Pack,731150
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Tales from Candlekeep - Dragonbait's Dungeoneer Pack,750342
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Injustice™ 2 - Raiden,727990
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Injustice™ 2 - Black Manta,727980
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LEGO® Marvel Super Heroes 2 - Season Pass,720680
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Injustice™ 2 - Sub-Zero,721260
0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,Star Traders: Frontiers,335620
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Injustice™ 2 - Starfire,704810
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Injustice™ 2 - Brainiac,721290
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,WWE 2K18 - Cena (Nuff) Pack,706110
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Road Rage,499210
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Polaris Sector: Lumens,620680
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,FSX Steam Edition: Beechcraft® Baron® B55 Add-On,677992
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Mr. Shadow - Illustrated book,746450
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,FSX Steam Edition: Toposim Southeast Asia,677996
0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Harvest Moon: Light of Hope,585900
1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Thy Sword,560300
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Qajary Cat,734080
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Rocksmith® 2014 Edition – Remastered – The Pretenders - “Don’t Get Me Wrong”,637778
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Rocksmith® 2014 Edition – Remastered – The Pretenders - “Back on the Chain Gang”,637779
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Beekyr Reloaded,484930
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Rocksmith® 2014 Edition – Remastered – The Pretenders Song Pack,637777
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Rocksmith® 2014 Edition – Remastered – The Pretenders - “Brass in Pocket”,637780
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Rocksmith® 2014 Edition – Remastered – The Pretenders - “I’ll Stand by You”,637782
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Rocksmith® 2014 Edition – Remastered – The Pretenders - “Middle of the Road”,637781
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Injustice™ 2 - Ultimate Pack,734280
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Injustice™ 2 - Darkseid,721270
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,TEEN DATE SIMULATOR,744890
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Clad in Iron: Philippines 1898,712970
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,LaGuardia [KLGA] airport for Tower!3D Pro,748850
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Pixel Space Battles,745500
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Fidget Spinner In Space,745510
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Far from Noise,706130
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dungeon Rustlers,713450
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Star Realms - United: Command,683993
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JunkerBot,730270
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ATV Drift & Tricks,622020
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,TASTEE: Lethal Tactics - Day of The Dead Skin Pack,726410
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,REPULSE: Galactic Rivals,692310
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Syberia 3,464340
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Farming Simulator 17 - Platinum Expansion,635330
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Captain vs Sky Pirates - Forest,754070
0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,AZURA,709410
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,without_an_output.map,754210
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Nana in the Dark,736200
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moose Invasion,737280
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Askutron Quiz Show,701280
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Deep Sorrow,736110
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,家有大貓 Nekojishi,570840
1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Endless Combat,690350
0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,Tactical Monsters Rumble Arena,705220
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Tronix Defender,745420
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,MAGIX Photostory 2018 Deluxe Steam Edition,665450
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Galactic Lords,716230
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Skein,407630
1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,Closers,215830
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sable Maze: Norwich Caves Collector's Edition,729910
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FallenCore,670090
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Save the Halloween,741100
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dark Dimensions: City of Ash Collector's Edition,729920
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,All That Remains,749580
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Fantasy of Eden,735010
1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Light Apprentice - The Comic Book RPG,569570
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Sword Bros Soundtrack,753530
0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Harvest Life,649790
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sphinx and the Cursed Mummy,606710
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,VJmachine Home,736280
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sphinx and the Cursed Mummy: Soundtrack,733200
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ARENA an Age of Barbarians story - Deathbringer,747180
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Neven,743570
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Perspectrip,744290
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Pinball,745120
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,Solar Collector,718240
1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Psi Project,725280
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bars and Balance,731940
0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Gaokao.Love.100Days - Official Artworks,747900
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,StrainZ-1: Elimination,728660
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Zorbit's Orbits,739410
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,MegaRace 2,733760
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,The Cleansing - Versus (Original Soundtrack),723470
0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,BALL GAME,741010
0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,Doodle God Blitz - Complete OST Collection,746180
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Adventures Of Pipi,744420
0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Bottle: Pilgrim,735350
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Achievement Hunter: Kiborg,710860
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Train Simulator: DB BR 151 Loco Add-On,562390
